human,model,linear_program,pseudo_lb,greedy
0.7091666666666666,0.434375,0.8975,0.8916666666666667,0.9191666666666667
0.7091666666666666,0.434375,0.8977083333333333,0.8945833333333333,0.9185416666666667
0.7091666666666666,0.434375,0.896875,0.893125,0.920625
0.7091666666666666,0.434375,0.90125,0.8945833333333333,0.9114583333333334
0.7091666666666666,0.434375,0.903125,0.8877083333333333,0.9202083333333333
0.7091666666666666,0.434375,0.908125,0.8975,0.9214583333333334
0.7091666666666666,0.434375,0.9014583333333334,0.8820833333333333,0.9052083333333333
0.7091666666666666,0.434375,0.9014583333333334,0.899375,0.9185416666666667
0.7091666666666666,0.434375,0.9025,0.8929166666666667,0.92125
0.7091666666666666,0.434375,0.8991666666666667,0.8983333333333333,0.920625
